foerderungsnehmer;sendername;gefoerdertes_objekt;foerderungsart;kategorie;zugesagte_foerderung;jahr;antragstermin
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Verkaufstraining Targetgroup";"Ausbildungsförderung HF";HF;"10010.00";2018;"2"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Radio Arabella NOE Sprechtraining";"Ausbildungsförderung HF";HF;"2623.00";2018;"1"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Radio Arabella NOE Programmschulung";"Ausbildungsförderung HF";HF;"6062.00";2018;"1"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Radio Arabella Niederösterreich Hitnachmittag";"Inhalte- und Projektförderung HF";HF;"12848.00";2018;"1"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Radio Arabella Niederösterreich bei der Arbeit - 2018";"Inhalte- und Projektförderung HF";HF;"12668.00";2018;"1"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Radio Arabella Niederösterreich - Veranstaltungskalender";"Inhalte- und Projektförderung HF";HF;"5618.00";2018;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Radio Arabella bei der Arbeit";"Inhalte- und Projektförderung HF";HF;"18812.00";2018;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Radio Arabella Hitnachmittag";"Inhalte- und Projektförderung HF";HF;"3357.00";2018;"2"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Kundenmanagement Neukunden & Bestandskunden - Unternehmensbegleitung";"Ausbildungsförderung HF";HF;"24710.00";2018;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Weiterführendes Sprechtraining für ModertorInnen & RedakteurInnen";"Ausbildungsförderung HF";HF;"2405.00";2018;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"... zu Gast bei Radio Arabella";"Inhalte- und Projektförderung HF";HF;"8507.00";2018;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Hitparade meines Lebens";"Inhalte- und Projektförderung HF";HF;"2073.00";2018;"2"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Radio Arabella Sternenshow";"Inhalte- und Projektförderung HF";HF;"5914.00";2018;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";Lokalnachrichten;"Inhalte- und Projektförderung HF";HF;"37045.00";2018;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Workshop/Consulting und Airchecks";"Ausbildungsförderung HF";HF;"6765.00";2018;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Daxbacher - der gute Morgen für Oberösterreich";"Inhalte- und Projektförderung HF";HF;"30109.00";2018;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Radio Arabella Veranstaltungskalender";"Inhalte- und Projektförderung HF";HF;"2115.00";2018;"2"
